timestamp,unix_timestamp,cpu_usage_percent,memory_usage_percent,disk_io,network_latency_ms,active_threads,database_connections,requests_per_second,response_time_ms,error_rate_percent,active_users,api_success_count,api_failure_count,traffic_load_score,latency_volatility_index,anomaly_probability,seasonal_compliance_score,peak_hour_intensity,stability_index,is_anomaly
2024-01-01T08:15:00,1704096900,39.16,49.58,29.35,51.1,127,33,198.75,103.5,0.955,123,196.85,1.9,0.2431,0.0124,0.0012,0.987,0.0787,0.8528,0
2024-01-01T08:20:00,1704097200,38.35,50.61,26.13,39.76,115,31,178.47,134.14,0.344,106,177.86,0.61,0.2282,0.0117,0.0012,0.9695,0.1588,0.8586,0
2024-01-01T08:25:00,1704097500,41.41,48.75,29.44,48.17,99,39,209.15,134.4,0.637,114,207.82,1.33,0.2517,0.0123,0.0012,0.9964,0.1698,0.846,0
2024-01-01T08:30:00,1704097800,43.01,51.01,35.52,48.05,110,42,206.08,132.57,0.743,119,204.55,1.53,0.2579,0.0127,0.0013,0.9665,0.2598,0.8401,0
2024-01-01T08:35:00,1704098100,39.11,48.25,33.04,47.31,130,40,233.35,148.29,1.077,122,230.84,2.51,0.2542,0.0098,0.001,0.9711,0.1071,0.8531,0
2024-01-01T08:40:00,1704098400,44.75,52.5,38.28,49.24,122,46,236.71,142.05,0.66,134,235.15,1.56,0.279,0.01,0.001,0.9825,0.1671,0.834,0
2024-01-01T08:45:00,1704098700,43.94,55.87,38.44,50.15,136,45,251.53,150.22,0.951,129,249.14,2.39,0.2795,0.0099,0.001,1.0,0.1666,0.836,0
2024-01-01T08:50:00,1704099000,47.85,50.78,44.37,60.06,140,48,256.23,144.87,1.016,176,253.63,2.6,0.3096,0.0108,0.0011,0.9824,0.2217,0.8208,0
2024-01-01T08:55:00,1704099300,47.54,51.83,38.81,55.11,144,38,226.78,131.38,0.421,137,225.83,0.96,0.2865,0.0115,0.0011,0.9996,0.1242,0.824,0
2024-01-01T09:00:00,1704099600,46.78,55.1,32.63,59.08,143,43,220.46,151.48,0.475,142,219.41,1.05,0.2832,0.0129,0.0013,0.9836,0.5144,0.826,0
2024-01-01T09:05:00,1704099900,47.34,58.96,30.92,60.89,147,39,240.01,137.76,0.61,164,238.55,1.46,0.2986,0.0124,0.0012,0.9797,0.5431,0.8235,0
2024-01-01T09:10:00,1704100200,41.7,53.43,37.32,59.3,117,37,242.73,118.16,0.444,142,241.66,1.08,0.2727,0.0131,0.0013,0.9886,0.4232,0.844,0
2024-01-01T09:15:00,1704100500,50.21,53.12,41.27,54.13,150,50,264.44,141.22,0.265,154,263.74,0.7,0.3138,0.0131,0.0013,0.9752,0.5806,0.8151,0
2024-01-01T09:20:00,1704100800,49.0,54.6,37.27,64.98,138,45,265.56,159.62,1.095,162,262.65,2.91,0.3124,0.0121,0.0012,0.9775,0.5549,0.8159,0
2024-01-01T09:25:00,1704101100,52.19,55.18,45.76,66.73,172,62,309.58,161.26,0.594,209,307.74,1.84,0.353,0.0132,0.0013,0.9916,0.7495,0.8057,0
2024-01-01T09:30:00,1704101400,50.88,56.79,38.87,60.88,169,61,272.65,143.21,0.366,184,271.65,1.0,0.3283,0.0123,0.0012,0.9907,0.6365,0.8116,0
2024-01-01T09:35:00,1704101700,56.03,58.01,40.28,64.7,144,46,316.0,155.17,0.652,178,313.94,2.06,0.3591,0.0113,0.0011,0.9898,0.6634,0.7922,0
2024-01-01T09:40:00,1704102000,46.69,58.69,36.58,59.66,162,60,297.1,151.21,0.66,167,295.14,1.96,0.3163,0.0095,0.001,0.9686,0.6397,0.8258,0
2024-01-01T09:45:00,1704102300,46.33,54.86,41.09,50.82,141,52,273.97,168.17,0.368,189,272.96,1.01,0.3142,0.0093,0.0009,0.9715,0.5835,0.8289,0
2024-01-01T09:50:00,1704102600,59.44,56.4,43.64,71.68,164,58,303.08,177.89,0.726,201,300.88,2.2,0.374,0.0116,0.0012,0.9787,0.7166,0.7791,0
2024-01-01T09:55:00,1704102900,53.71,60.5,47.13,68.64,165,50,340.64,171.98,1.175,195,336.64,4.0,0.3644,0.0119,0.0012,0.9984,0.744,0.7986,0
2024-01-01T10:00:00,1704103200,53.73,60.62,39.26,67.95,175,48,341.63,189.86,0.366,207,340.38,1.25,0.3685,0.0122,0.0012,0.9956,0.738,0.8006,0
2024-01-01T10:05:00,1704103500,50.69,55.12,46.2,55.65,170,53,285.67,149.39,0.607,205,283.93,1.73,0.3385,0.0128,0.0013,0.9799,0.6364,0.8123,0
2024-01-01T10:10:00,1704103800,58.32,58.58,46.45,70.88,186,67,354.78,172.17,0.501,220,353.0,1.78,0.3932,0.0136,0.0014,0.9973,0.7198,0.7837,0
2024-01-01T10:15:00,1704104100,57.69,58.42,39.73,67.55,155,54,334.91,163.94,0.605,194,332.89,2.03,0.3762,0.0126,0.0013,0.9679,0.7007,0.7861,0
2024-01-01T10:20:00,1704104400,53.25,58.59,46.33,77.36,181,55,337.68,181.27,0.18,218,337.07,0.61,0.3689,0.0147,0.0015,0.9547,0.6969,0.8016,0
2024-01-01T10:25:00,1704104700,57.77,60.79,45.07,74.71,181,65,354.12,191.76,0.844,232,351.13,2.99,0.3948,0.0157,0.0016,0.9778,0.8488,0.7843,0
2024-01-01T10:30:00,1704105000,52.31,55.46,45.04,57.18,169,63,340.58,178.43,0.381,205,339.28,1.3,0.3625,0.0163,0.0016,0.9992,0.6463,0.807,0
2024-01-01T10:35:00,1704105300,56.13,56.69,47.91,70.85,168,61,320.65,171.57,0.06,181,320.46,0.19,0.3619,0.0165,0.0017,0.9751,0.8149,0.7925,0
2024-01-01T10:40:00,1704105600,58.85,59.36,49.34,76.58,184,61,308.97,182.76,0.5,203,307.42,1.54,0.3745,0.017,0.0017,0.9774,0.7973,0.7811,0
2024-01-01T10:45:00,1704105900,59.22,57.93,50.21,68.49,172,64,323.94,168.69,0.708,207,321.65,2.29,0.382,0.0134,0.0013,0.9998,0.7637,0.7803,0
2024-01-01T10:50:00,1704106200,55.71,56.37,44.6,59.87,172,58,321.41,166.81,1.065,197,317.99,3.42,0.3657,0.0143,0.0014,0.9702,0.7749,0.7929,0
2024-01-01T10:55:00,1704106500,63.1,59.51,53.27,82.45,188,71,363.47,203.45,0.588,230,361.34,2.14,0.4161,0.0165,0.0017,0.9772,0.8338,0.7651,0
2024-01-01T11:00:00,1704106800,53.82,57.65,49.52,69.21,164,62,331.84,178.36,0.592,192,329.87,1.96,0.3609,0.0165,0.0017,0.992,0.7434,0.7996,0
2024-01-01T11:05:00,1704107100,56.0,60.83,54.81,69.67,196,61,342.06,189.7,0.869,237,339.09,2.97,0.3861,0.0141,0.0014,0.9979,0.8279,0.7911,0
2024-01-01T11:10:00,1704107400,59.74,61.46,55.99,75.26,195,67,364.92,167.06,0.0,216,364.92,0.0,0.4004,0.0144,0.0014,0.9535,0.8341,0.7794,0
2024-01-01T11:15:00,1704107700,60.72,61.5,47.88,71.64,187,56,379.44,209.58,0.578,242,377.25,2.19,0.4168,0.0143,0.0014,0.9857,0.8784,0.7749,0
2024-01-01T11:20:00,1704108000,53.37,59.31,48.63,65.48,168,65,346.69,160.78,0.746,213,344.1,2.59,0.3708,0.014,0.0014,0.9698,0.7881,0.8013,0
2024-01-01T11:25:00,1704108300,57.01,62.55,48.19,70.44,190,62,348.65,204.53,0.513,235,346.86,1.79,0.3912,0.0137,0.0014,0.9937,0.8183,0.7883,0
2024-01-01T11:30:00,1704108600,60.54,63.08,62.08,76.88,200,64,385.42,178.93,1.089,252,381.23,4.2,0.4212,0.0117,0.0012,0.9759,0.8362,0.7736,0
2024-01-01T11:35:00,1704108900,55.11,61.47,52.46,67.56,172,59,334.75,167.68,0.961,231,331.53,3.22,0.3786,0.012,0.0012,0.9746,0.8451,0.7943,0
2024-01-01T11:40:00,1704109200,56.79,56.91,54.05,76.74,188,63,362.84,184.11,0.654,235,360.47,2.37,0.3952,0.012,0.0012,0.9743,0.9168,0.788,0
2024-01-01T11:45:00,1704109500,60.77,61.72,59.83,80.73,201,67,369.01,193.78,0.034,239,368.88,0.12,0.4125,0.013,0.0013,0.9809,0.9046,0.775,0
2024-01-01T11:50:00,1704109800,53.99,58.96,50.03,70.05,181,59,343.2,182.44,1.349,205,338.57,4.63,0.3693,0.0107,0.0011,0.9969,0.8316,0.797,0
2024-01-01T11:55:00,1704110100,61.35,60.2,55.25,74.8,201,66,371.27,176.34,0.402,243,369.78,1.49,0.4166,0.009,0.0009,0.9889,0.8346,0.7727,0
2024-01-01T12:00:00,1704110400,55.18,63.74,51.85,78.47,199,68,388.82,190.9,0.536,246,386.74,2.08,0.4016,0.0094,0.0009,0.9941,0.8365,0.7938,0
2024-01-01T12:05:00,1704110700,61.27,61.41,49.31,80.13,192,63,359.07,180.26,0.162,233,358.49,0.58,0.4091,0.0099,0.001,0.9821,0.9241,0.773,0
2024-01-01T12:10:00,1704111000,59.14,58.14,54.87,67.66,194,59,348.04,188.5,0.983,224,344.61,3.42,0.3951,0.0105,0.001,0.9969,0.7255,0.78,0
2024-01-01T12:15:00,1704111300,57.6,61.07,47.42,78.65,186,63,347.7,194.06,0.897,234,344.58,3.12,0.3926,0.0108,0.0011,0.9979,0.7538,0.7843,0
2024-01-01T12:20:00,1704111600,63.71,62.34,57.69,81.67,190,72,404.87,188.87,1.074,245,400.52,4.35,0.4367,0.0102,0.001,0.9895,0.8159,0.7619,0
2024-01-01T12:25:00,1704111900,57.28,60.54,58.74,72.91,194,62,378.65,170.85,0.474,247,376.85,1.8,0.4059,0.0099,0.001,0.9998,0.9654,0.7872,0
